film_id,title,rating,description
347,Games Bowfinger,PG-13,Parents Strongly Cautioned
348,Gandhi Kwai,PG-13,Parents Strongly Cautioned
349,Gangs Pride,PG-13,Parents Strongly Cautioned
181,Contact Anonymous,PG-13,Parents Strongly Cautioned
514,Lebowski Soldiers,PG-13,Parents Strongly Cautioned
352,Gathering Calendar,PG-13,Parents Strongly Cautioned
601,Moulin Wake,PG-13,Parents Strongly Cautioned
180,Conspiracy Spirit,PG-13,Parents Strongly Cautioned
176,Congeniality Quest,PG-13,Parents Strongly Cautioned
67,Berets Agent,PG-13,Parents Strongly Cautioned
175,Confused Candles,PG-13,Parents Strongly Cautioned
768,Scarface Bang,PG-13,Parents Strongly Cautioned
666,Paycheck Wait,PG-13,Parents Strongly Cautioned
173,Confessions Maguire,PG-13,Parents Strongly Cautioned
870,Swarm Gold,PG-13,Parents Strongly Cautioned
362,Glory Tracy,PG-13,Parents Strongly Cautioned
617,Natural Stock,PG-13,Parents Strongly Cautioned
756,Saddle Antitrust,PG-13,Parents Strongly Cautioned
792,Shrek License,PG-13,Parents Strongly Cautioned
929,Usual Untouchables,PG-13,Parents Strongly Cautioned
71,Bilko Anonymous,PG-13,Parents Strongly Cautioned
791,Show Lord,PG-13,Parents Strongly Cautioned
790,Shootist Superfly,PG-13,Parents Strongly Cautioned
73,Bingo Talented,PG-13,Parents Strongly Cautioned
170,Command Darling,PG-13,Parents Strongly Cautioned
749,Rules Human,R,Restricted
384,Grosse Wonderful,R,Restricted
8,Airport Pollock,R,Restricted
213,Date Speed,R,Restricted
17,Alone Trip,R,Restricted
20,Amelie Hellfighters,R,Restricted
21,American Circus,R,Restricted
23,Anaconda Confessions,R,Restricted
24,Analyze Hoosiers,R,Restricted
30,Anything Savannah,R,Restricted
32,Apocalypse Flamingos,R,Restricted
40,Army Flintstones,R,Restricted
49,Badman Dawn,R,Restricted
54,Banger Pinocchio,R,Restricted
59,Bear Graceland,R,Restricted
60,Beast Hunchback,R,Restricted
69,Beverly Outlaw,R,Restricted
86,Boogie Amelie,R,Restricted
90,Boulevard Mob,R,Restricted
100,Brooklyn Desert,R,Restricted
101,Brotherhood Blanket,R,Restricted
102,Bubble Grosse,R,Restricted
115,Campus Remember,R,Restricted
116,Candidate Perdition,R,Restricted
118,Canyon Stock,R,Restricted
129,Cause Date,R,Restricted
135,Chance Resurrection,R,Restricted
138,Chariots Conspiracy,R,Restricted
148,Chocolate Duck,R,Restricted
158,Clones Pinocchio,R,Restricted
159,Closer Bang,R,Restricted
162,Clueless Bucket,R,Restricted
168,Comancheros Enemy,R,Restricted
171,Commandments Express,R,Restricted
177,Connecticut Tramp,R,Restricted
183,Conversation Downhill,R,Restricted
192,Crossing Divorce,R,Restricted
195,Crowds Telemark,R,Restricted
197,Crusade Honey,R,Restricted
199,Cupboard Sinners,R,Restricted
221,Deliverance Mulholland,R,Restricted
222,Desert Poseidon,R,Restricted
227,Details Packer,R,Restricted
229,Devil Desire,R,Restricted
231,Dinosaur Secretary,R,Restricted
234,Disturbing Scarface,R,Restricted
236,Divine Resurrection,R,Restricted
242,Doom Dancing,R,Restricted
245,Double Wrath,R,Restricted
246,Doubtfire Labyrinth,R,Restricted
256,Drop Waterfront,R,Restricted
263,Durham Panky,R,Restricted
269,Earring Instinct,R,Restricted
287,Entrapment Satisfaction,R,Restricted
288,Escape Metropolis,R,Restricted
296,Express Lonely,R,Restricted
301,Family Sweet,R,Restricted
309,Feud Frogmen,R,Restricted
310,Fever Empire,R,Restricted
312,Fiddler Lost,R,Restricted
314,Fight Jawbreaker,R,Restricted
315,Finding Anaconda,R,Restricted
316,Fire Wolves,R,Restricted
319,Fish Opus,R,Restricted
323,Flight Lies,R,Restricted
329,Forrest Sons,R,Restricted
333,Freaky Pocus,R,Restricted
337,Frida Slipper,R,Restricted
339,Frogmen Breaking,R,Restricted
342,Fugitive Maguire,R,Restricted
346,Galaxy Sweethearts,R,Restricted
355,Ghostbusters Elf,R,Restricted
356,Giant Troopers,R,Restricted
358,Gilmore Boiled,R,Restricted
363,Go Purple,R,Restricted
365,Gold River,R,Restricted
367,Goldmine Tycoon,R,Restricted
368,Gone Trouble,R,Restricted
370,Gorgeous Bingo,R,Restricted
372,Graceland Dynamite,R,Restricted
379,Greedy Roots,R,Restricted
381,Grinch Massage,R,Restricted
390,Guys Falcon,R,Restricted
394,Hamlet Wisdom,R,Restricted
395,Handicap Boondock,R,Restricted
400,Hardly Robbers,R,Restricted
406,Haunting Pianist,R,Restricted
408,Head Stranger,R,Restricted
415,High Encino,R,Restricted
416,Highball Potter,R,Restricted
424,Holocaust Highball,R,Restricted
425,Holy Tadpole,R,Restricted
426,Home Pity,R,Restricted
427,Homeward Cider,R,Restricted
429,Honey Ties,R,Restricted
434,Horror Reign,R,Restricted
437,House Dynamite,R,Restricted
447,Ice Crossing,R,Restricted
452,Illusion Amelie,R,Restricted
465,Interview Liaisons,R,Restricted
470,Ishtar Rocketeer,R,Restricted
480,Jeepers Wedding,R,Restricted
482,Jeopardy Encino,R,Restricted
486,Jet Neighbors,R,Restricted
493,Kane Exorcist,R,Restricted
498,Killer Innocent,R,Restricted
501,Kissing Dolls,R,Restricted
503,Kramer Chocolate,R,Restricted
523,Lights Deer,R,Restricted
525,Loathing Legally,R,Restricted
526,Lock Rear,R,Restricted
531,Lose Inch,R,Restricted
535,Love Suicides,R,Restricted
543,Madigan Dorado,R,Restricted
544,Madison Trap,R,Restricted
548,Magnificent Chitty,R,Restricted
563,Massacre Usual,R,Restricted
566,Maude Mod,R,Restricted
599,Mother Oleander,R,Restricted
610,Music Boondock,R,Restricted
619,Neighbors Charade,R,Restricted
640,Opus Ice,R,Restricted
643,Orient Closer,R,Restricted
649,Oz Liaisons,R,Restricted
652,Pajama Jawbreaker,R,Restricted
686,Pluto Oleander,R,Restricted
700,Prix Undefeated,R,Restricted
705,Purple Movie,R,Restricted
707,Quest Mussolini,R,Restricted
708,Quills Bull,R,Restricted
710,Rage Games,R,Restricted
711,Raging Airplane,R,Restricted
724,Remember Diary,R,Restricted
725,Requiem Tycoon,R,Restricted
728,Reunion Witches,R,Restricted
734,Road Roxanne,R,Restricted
736,Robbery Bright,R,Restricted
742,Roof Champion,R,Restricted
747,Roxanne Rebel,R,Restricted
750,Run Pacific,R,Restricted
759,Salute Apollo,R,Restricted
765,Saturn Name,R,Restricted
788,Ship Wonderland,R,Restricted
779,Sense Greek,R,Restricted
781,Seven Swarm,R,Restricted
786,Shepherd Midsummer,R,Restricted
793,Shrunk Divine,R,Restricted
795,Siege Madre,R,Restricted
797,Silence Kane,R,Restricted
803,Slacker Liaisons,R,Restricted
808,Sling Luke,R,Restricted
813,Smoochy Control,R,Restricted
817,Soldiers Evolution,R,Restricted
822,Soup Wisdom,R,Restricted
823,South Wait,R,Restricted
830,Spirit Flintstones,R,Restricted
833,Splendor Patton,R,Restricted
838,Stagecoach Armageddon,R,Restricted
840,Stampede Disturbing,R,Restricted
850,Story Side,R,Restricted
851,Straight Hours,R,Restricted
890,Tights Dawn,R,Restricted
854,Strangers Graffiti,R,Restricted
856,Streetcar Intentions,R,Restricted
858,Submarine Bed,R,Restricted
861,Suit Walls,R,Restricted
863,Sun Confessions,R,Restricted
872,Sweet Brotherhood,R,Restricted
884,Terminator Club,R,Restricted
889,Ties Hunger,R,Restricted
892,Titanic Boondock,R,Restricted
895,Tomorrow Hustler,R,Restricted
900,Town Ark,R,Restricted
904,Train Bunch,R,Restricted
913,Troopers Metal,R,Restricted
917,Tuxedo Mile,R,Restricted
923,Unfaithful Kill,R,Restricted
925,United Pilot,R,Restricted
930,Vacation Boondock,R,Restricted
935,Vanished Garden,R,Restricted
938,Velvet Terminator,R,Restricted
939,Vertigo Northwest,R,Restricted
945,Virginian Pluto,R,Restricted
961,Wash Heavenly,R,Restricted
967,Weekend Personal,R,Restricted
974,Wild Apollo,R,Restricted
975,Willow Tracy,R,Restricted
976,Wind Phantom,R,Restricted
977,Window Side,R,Restricted
978,Wisdom Worker,R,Restricted
982,Women Dorado,R,Restricted
988,Worker Tarzan,R,Restricted
989,Working Microcosmos,R,Restricted
995,Yentl Idaho,R,Restricted
999,Zoolander Fiction,R,Restricted
521,Lies Treatment,NC-17,Adults Only
520,License Weekend,NC-17,Adults Only
114,Camelot Vacation,NC-17,Adults Only
517,Lesson Cleopatra,NC-17,Adults Only
113,California Birds,NC-17,Adults Only
796,Sierra Divide,NC-17,Adults Only
112,Calendar Gunfight,NC-17,Adults Only
511,Lawrence Love,NC-17,Adults Only
799,Simon North,NC-17,Adults Only
509,Language Cowboy,NC-17,Adults Only
507,Ladybugs Armageddon,NC-17,Adults Only
499,King Evolution,NC-17,Adults Only
111,Caddyshack Jedi,NC-17,Adults Only
492,Jungle Closer,NC-17,Adults Only
491,Jumping Wrath,NC-17,Adults Only
488,Joon Northwest,NC-17,Adults Only
807,Sleuth Orient,NC-17,Adults Only
110,Cabin Flash,NC-17,Adults Only
484,Jerk Paycheck,NC-17,Adults Only
483,Jericho Mulan,NC-17,Adults Only
476,Jason Trap,NC-17,Adults Only
474,Jade Bunch,NC-17,Adults Only
105,Bull Shawshank,NC-17,Adults Only
471,Island Exorcist,NC-17,Adults Only
462,Insider Arizona,NC-17,Adults Only
461,Insects Stone,NC-17,Adults Only
92,Bowfinger Gables,NC-17,Adults Only
818,Something Duck,NC-17,Adults Only
459,Informer Double,NC-17,Adults Only
820,Sons Interview,NC-17,Adults Only
821,Sorority Queen,NC-17,Adults Only
87,Boondock Ballroom,NC-17,Adults Only
76,Birdcage Casper,NC-17,Adults Only
824,Spartacus Cheaper,NC-17,Adults Only
458,Indian Love,NC-17,Adults Only
457,Independence Hotel,NC-17,Adults Only
827,Spice Sorority,NC-17,Adults Only
456,Inch Jet,NC-17,Adults Only
455,Impossible Prejudice,NC-17,Adults Only
998,Zhivago Core,NC-17,Adults Only
451,Igby Maker,NC-17,Adults Only
444,Hustler Party,NC-17,Adults Only
70,Bikini Borrowers,NC-17,Adults Only
442,Hunting Musketeers,NC-17,Adults Only
438,Human Graffiti,NC-17,Adults Only
436,Hours Rage,NC-17,Adults Only
432,Hope Tootsie,NC-17,Adults Only
68,Betrayed Rear,NC-17,Adults Only
450,Idols Snatchers,NC-17,Adults Only
66,Beneath Rush,NC-17,Adults Only
422,Hollow Jeopardy,NC-17,Adults Only
842,State Wasteland,NC-17,Adults Only
843,Steel Santa,NC-17,Adults Only
413,Hedwig Alter,NC-17,Adults Only
845,Stepmom Dream,NC-17,Adults Only
846,Sting Personal,NC-17,Adults Only
411,Heavenly Gun,NC-17,Adults Only
405,Haunted Antitrust,NC-17,Adults Only
849,Storm Happiness,NC-17,Adults Only
62,Bed Highball,NC-17,Adults Only
53,Bang Kwai,NC-17,Adults Only
852,Strangelove Desire,NC-17,Adults Only
401,Harold French,NC-17,Adults Only
16,Alley Evolution,NC-17,Adults Only
51,Balloon Homeward,NC-17,Adults Only
398,Hanover Galaxy,NC-17,Adults Only
47,Baby Hall,NC-17,Adults Only
397,Hanky October,NC-17,Adults Only
970,Westward Seabiscuit,NC-17,Adults Only
392,Hall Cassidy,NC-17,Adults Only
388,Gunfight Moon,NC-17,Adults Only
42,Artist Coldblooded,NC-17,Adults Only
386,Gump Date,NC-17,Adults Only
38,Ark Ridgemont,NC-17,Adults Only
864,Sundance Invasion,NC-17,Adults Only
383,Groove Fiction,NC-17,Adults Only
866,Sunset Racer,NC-17,Adults Only
378,Greatest North,NC-17,Adults Only
375,Grail Frankenstein,NC-17,Adults Only
364,Godfather Diary,NC-17,Adults Only
361,Gleaming Jawbreaker,NC-17,Adults Only
353,Gentlemen Stage,NC-17,Adults Only
334,Freddy Storm,NC-17,Adults Only
973,Wife Turn,NC-17,Adults Only
332,Frankenstein Stranger,NC-17,Adults Only
331,Forward Temple,NC-17,Adults Only
330,Forrester Comancheros,NC-17,Adults Only
328,Forever Candidate,NC-17,Adults Only
326,Flying Hook,NC-17,Adults Only
321,Flash Wars,NC-17,Adults Only
307,Fellowship Autumn,NC-17,Adults Only
286,Enough Raging,NC-17,Adults Only
284,Enemy Odds,NC-17,Adults Only
283,Ending Crowds,NC-17,Adults Only
282,Encounters Curtain,NC-17,Adults Only
15,Alien Center,NC-17,Adults Only
885,Texas Watch,NC-17,Adults Only
279,Elizabeth Shane,NC-17,Adults Only
278,Elf Murder,NC-17,Adults Only
276,Element Freddy,NC-17,Adults Only
992,Wrath Mile,NC-17,Adults Only
14,Alice Fantasia,NC-17,Adults Only
272,Edge Kissing,NC-17,Adults Only
270,Earth Vision,NC-17,Adults Only
10,Aladdin Calendar,NC-17,Adults Only
268,Early Home,NC-17,Adults Only
267,Eagles Panky,NC-17,Adults Only
262,Dumbo Lust,NC-17,Adults Only
899,Towers Hurricane,NC-17,Adults Only
1000,Zorro Ark,NC-17,Adults Only
259,Duck Racer,NC-17,Adults Only
255,Driving Polish,NC-17,Adults Only
251,Dragonfly Strangers,NC-17,Adults Only
979,Witches Panic,NC-17,Adults Only
250,Dragon Squad,NC-17,Adults Only
248,Dozen Lion,NC-17,Adults Only
244,Dorado Notting,NC-17,Adults Only
243,Doors President,NC-17,Adults Only
241,Donnie Alley,NC-17,Adults Only
232,Dirty Ace,NC-17,Adults Only
223,Desire Alien,NC-17,Adults Only
220,Deer Virginian,NC-17,Adults Only
34,Arabia Dogma,NC-17,Adults Only
218,Deceiver Betrayed,NC-17,Adults Only
210,Darko Dorado,NC-17,Adults Only
209,Darkness War,NC-17,Adults Only
981,Wolves Desire,NC-17,Adults Only
205,Dances None,NC-17,Adults Only
198,Crystal Breaking,NC-17,Adults Only
190,Creepers Kane,NC-17,Adults Only
189,Creatures Shakespeare,NC-17,Adults Only
187,Cranes Reservoir,NC-17,Adults Only
3,Adaptation Holes,NC-17,Adults Only
186,Craft Outfield,NC-17,Adults Only
31,Apache Divine,NC-17,Adults Only
926,Untouchables Sunrise,NC-17,Adults Only
927,Uprising Uptown,NC-17,Adults Only
174,Confidential Interview,NC-17,Adults Only
172,Coneheads Smoochy,NC-17,Adults Only
984,Wonderful Drop,NC-17,Adults Only
169,Comforts Rush,NC-17,Adults Only
167,Coma Head,NC-17,Adults Only
933,Vampire Whale,NC-17,Adults Only
934,Vanilla Day,NC-17,Adults Only
29,Antitrust Tomatoes,NC-17,Adults Only
936,Vanishing Rocky,NC-17,Adults Only
937,Varsity Trip,NC-17,Adults Only
986,Wonka Sea,NC-17,Adults Only
27,Anonymous Human,NC-17,Adults Only
161,Clue Grail,NC-17,Adults Only
722,Reef Salute,NC-17,Adults Only
720,Redemption Comforts,NC-17,Adults Only
717,Rear Trading,NC-17,Adults Only
714,Random Go,NC-17,Adults Only
941,Videotape Arsenic,NC-17,Adults Only
709,Racer Egg,NC-17,Adults Only
151,Cincinatti Whisperer,NC-17,Adults Only
704,Pure Runner,NC-17,Adults Only
698,Princess Giant,NC-17,Adults Only
696,Pride Alamo,NC-17,Adults Only
687,Pocus Pulp,NC-17,Adults Only
741,Roman Punk,NC-17,Adults Only
149,Christmas Moonshine,NC-17,Adults Only
684,Pizza Jumanji,NC-17,Adults Only
683,Pity Bound,NC-17,Adults Only
677,Pianist Outfield,NC-17,Adults Only
746,Rouge Squad,NC-17,Adults Only
147,Chocolat Harry,NC-17,Adults Only
675,Phantom Glory,NC-17,Adults Only
133,Chamber Italian,NC-17,Adults Only
997,Youth Kick,NC-17,Adults Only
751,Runaway Tenenbaums,NC-17,Adults Only
752,Runner Madigan,NC-17,Adults Only
671,Perdition Fargo,NC-17,Adults Only
669,Pearl Destiny,NC-17,Adults Only
663,Patient Sister,NC-17,Adults Only
655,Panther Reds,NC-17,Adults Only
647,Outfield Massacre,NC-17,Adults Only
946,Virtual Spoilers,NC-17,Adults Only
646,Outbreak Divine,NC-17,Adults Only
634,Odds Boogie,NC-17,Adults Only
632,Nuts Ties,NC-17,Adults Only
629,Notorious Reunion,NC-17,Adults Only
627,North Tequila,NC-17,Adults Only
136,Chaplin License,NC-17,Adults Only
625,None Spiking,NC-17,Adults Only
767,Scalawag Duck,NC-17,Adults Only
620,Nemo Campus,NC-17,Adults Only
616,National Story,NC-17,Adults Only
613,Mystic Truman,NC-17,Adults Only
125,Cassidy Wyoming,NC-17,Adults Only
771,Scorpion Apollo,NC-17,Adults Only
606,Mummy Creatures,NC-17,Adults Only
773,Seabiscuit Punk,NC-17,Adults Only
774,Searchers Wait,NC-17,Adults Only
594,Montezuma Command,NC-17,Adults Only
588,Model Fish,NC-17,Adults Only
587,Mod Secretary,NC-17,Adults Only
570,Mermaid Insects,NC-17,Adults Only
949,Volcano Texas,NC-17,Adults Only
568,Memento Zoolander,NC-17,Adults Only
120,Caribbean Liberty,NC-17,Adults Only
550,Maguire Apache,NC-17,Adults Only
561,Mask Peach,NC-17,Adults Only
541,Luke Mummy,NC-17,Adults Only
539,Luck Opus,NC-17,Adults Only
117,Candles Grapes,NC-17,Adults Only
528,Lolita World,NC-17,Adults Only
560,Mars Roman,NC-17,Adults Only
522,Life Twisted,NC-17,Adults Only
